MarketName,Website,street,city,County,State,zip,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
Oswego Farmers Market,,West First Street,Oswego,Oswego,New York,13126,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,4/26/12 13:50
Owego Farmers Market,,"Rite Aid lot, Main St. & Central Ave.",Owego,Tioga,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/17/12 14:53
Oyster Bay Farmer's Market,http://www.ligreenmarket.org,54 Audrey Street,Oyster Bay,Nassau,New York,11771,Local government building grounds,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,5/17/12 16:34
Palisades farmers market,http://Www.palisadesny.com,675 Oak Tree Rd,Palisades,Rockland,New York,10964,Local government building grounds,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,4/20/11 10:06
Palmyra Farmers Market,http://www.palmyany.com,E MAIN STREET VILLAGE PARK,PALMYRA,Wayne,New York,14522,Local government building grounds,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,5/16/12 16:50
Park Slope Farmers Market,http://www.downtoearthmarkets.com,5th Avenue & 4th Street,Park Slope,Kings,New York,11378,Closed-off public street,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,6/20/13 14:05
Peekskill Farmers Market,http://www.peekskillbit.com,Main St (RT 6) / Bank St / Park St,Peekskill,Westchester,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Town of Pendleton Farmers Market,http://www.pendletonfm.com,6570 Campbell Blvd.,Pendleton,Niagara,New York,14094,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,6/17/13 15:47
The Windmill Farm,http://www.thewindmill.com,3900 Rt. 14A,Penn Yan,Yates,New York,14527,Other,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,6/18/13 8:44
"Yates County Cooperative Farm and Craft Market,",,"Main Street, North of Elm Street",Penn Yan,Yates,New York,14527,Other,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,6/13/13 22:49
Perry Farmers Market,http://www.perryfarmersmarket.com,"Main St & Borden Ave, Perry",Perry,Wyoming,New York,14530,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 21 2010 10:26PM
Philadelphia Farmers Market,http://www.phillyny.com,2 South Main Street,Philadelphia,Jefferson,New York,13673,Other,Y,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,6/27/13 12:38
phoenix farmers market,,rt 57,phoenix,Oswego,New York,13135,Private business parking lot,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/17/13 13:28
Piermont Farmers Market,http://www.downtoearthmarkets.com,"M & T Bank Parking lot, Piermont Avenue &Ashe Street",Piermont,Rockland,New York,10968,Private business parking lot,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,6/20/13 14:07
Pine Bush Farmers Market,http://www.pinebushfarmersmarket.com,62 Main St,Pine Bush,Orange,New York,12566,Local government building grounds,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,6/12/13 12:34
Pine Island Black Dirt Farmers' Market,,Pine Island Town Park,Pine Island,Orange County,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Pine Island Farmer's Market,http://www.pineislandfarmersmarket.com,329 Glenwood Rd,Pine Island,Orange,New York,10969,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,5/31/12 12:50
Pittsford Farmers Market,,3400 Monroe Avenue,Pittsford,Monroe,New York,14534,Other,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,Y,6/3/12 14:08
Paul Smiths College Farmers Markets,http://www.adirondackfarmersmarket.com,8023 NYS Route 30,Plattsburgh,Franklin,New York,12901,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Plattsburgh Farmers Greenmarket,http://www.plattsburghmarket.com,"Plattsburgh Church of the Nazarene, 187 Broad St",Plattsburgh,Clinton,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Plattsburgh Farmers'& Crafters' Market,http://www.plattsburghfarmersandcraftersmarket.com,"Durkee street,",Plattsburgh,Clinton,New York,12901,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 18 2010 2:55PM
Plattsburgh's Winter Farmers Market,http://www.plattsburghfarmersmarket.com,52 US Oval,Plattsburgh,Clinton,New York,12903,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,7/3/13 18:57
Pleasant Valley Farmers Market,,"Town Hall, Rt 44",Pleasant Valley,Dutchess,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Pleasantville Farmers Market,http://www.pleasantvillefarmersmarket.org,Memorial Plaza,Pleasantville,Westchester,New York,10570,Local government building grounds,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,6/24/13 11:09
Pleasantville Farmers Market - Summer,http://www.pleasantvillefarmersmarket.org,Memorial Plaza,Pleasantville,Westchester,New York,10570,Other,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,6/25/13 9:53
Stone Barns Center Farm Market,http://www.stonebarnscenter.org,630 Bedford Road,Pocantico Hills,Westchester,New York,10591,Other,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,4/30/12 12:36
Poolville Second Saturdays Winter Farmers Market,,Route 89,Poolville,Madison,New York,13332,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Port henry market,,4264 Main St.,Port Henry,Essex,New York,12974,Private business parking lot,Y,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,6/12/13 14:02
Port Jefferson Farmers Market,,"Parking lot next to Ferry, Rt 25A",Port Jefferson,Suffolk,New York,11777,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/17/12 14:56
Port Jervis Tri-State Farmers Market,http://www.tristatechamber.net,Between Front & Ball Streets,Port Jervis,Orange,New York,12771,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Port Washington Organic Farmers' Market,http://www.grassrootsinfo.org,,Port Washington,Nassau,New York,11050,Other,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,5/31/12 16:18
Martin's Farmstand,http://www.martinsfarmstand.locallygrown.net/market,11 Needham Rd.,Potsdam,St. Lawrence,New York,,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,6/27/13 15:33
Potsdam Farmers Market,http://www.thepotsdamfarmersmarket.org,13 Main Street,Potsdam,St. Lawrence,New York,,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,6/27/13 15:53
Arlington Farmers Market,http://www.arlingtonhasit.org,123 Raymond Avenue,Poughkeepsie,Dutchess,New York,12603,Educational institution,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,6/18/13 19:20
Poughkeepsie Farmers' Market,http://www.farmproject.org/market,Pulaski Park on Washington Street,Poughkeepsie,Dutchess,New York,12601,Other,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,5/1/12 13:47
Winter Sun Farms Indoor Winter Market,http://www.wintersunfarms.com,Raymond Avenue,Poughkeepsie,Dutchess,New York,12604,Educational institution,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,6/5/12 22:09
Prattsburgh's Sustainable Farmers Market,http://Www.prattsburghfarmersmarket.com,Main st,Prattsburgh,Steuben,New York,14873,Local government building grounds,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,6/12/13 13:43
Hilltown Farmers Market,,"2958 Route 145,",PRESTON HOLLOW,Albany,New York,12469,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 16 2010 9:44AM
Hillside Market,http://www.hillsidefleamarkets.com,7753 NYS RT. 3 (Seaway Trail) Pulaski,Pulaski,Oswego,New York,13142,Other,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,Y,N,Y,6/10/13 19:59
Pulaski Farmers Market,http://www.pulaskifarmersmarket.com,"South Park, center of village",Pulaski,Oswego,New York,13142,Local government building grounds,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,6/23/11 14:32
Astoria Greenmarket,http://www.grownyc.org,14 St - 31 Ave & 31 Rd,Queens,Queens,New York,11106,Other,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,7/23/13 15:03
Atlas Park Greenmarket,http://www.grownyc.org,Cooper & 80th St (Upper level SW Corner),Queens,Queens,New York,11379,Private business parking lot,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/22/12 13:14
Corona Greenmarket,http://www.grownyc.org,Roosevelt Ave & 103rd St,Queens,Queens,New York,11368,Other,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,7/23/13 14:58
Douglaston Greenmarket,http://www.grownyc.org,LIRR Station at 235th St & 41st Ave,Queens,Queens,New York,11363,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/22/12 13:10
Elmhurst Hopsital Greenmarket,http://www.grownyc.org,41st Ave - 80 & 81 Sts,Queens,Queens,New York,11373,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,7/23/13 14:55
Harvest Home Metropolitan Avenue Market,http://www.harvesthomefm.org,101-15 Metropolitan Avenue,Queens,Queens,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 21 2010 11:52AM
Jackson Heights Greenmarket,http://www.grownyc.org,34 Ave - 77 & 78 Sts,Queens,Queens,New York,11372,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,7/23/13 15:07
Roy Wilkins Park Farmer's Market,http://www.harvesthomefm.org,Merrick and Baisley Boulevards,Queens,Queens,New York,11434,Other,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/1/12 14:51
Socrates Sculpture Park Greenmarket,http://www.grownyc.org,Vernon Blvd & Broadway,Queens,Queens,New York,11106,Other,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,7/23/13 14:53
Sunnyside Greenmarket,http://www.grownyc.org,Skillman - 42 & 43 Sts,Queens,Queens,New York,11104,Other,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,Y,7/23/13 15:01
Glens Falls Farmers Market Association,http://www.glensfallsfarmersmarket.com,1012 State Route 9,Queensbury,Warren,New York,12804,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,6/13/13 19:23
Queensbury Farmers Market,http://www.glensfallsfarmersmarket.com,"Sweet Basil parking lot, Route9, Queensbury",Queensbury,Warren,New York,,Private business parking lot,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/12/13 14:01
Randolph Farmers Market,,"Pavilion behind Fire Hall, 72 Main St",Randolph,Cattaraugus,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Rhinebeck Farmers Market,http://www.rhinebeckfarmersmarket.com,80 East Market St,Rhinebeck,Dutchess,New York,12572,Local government building grounds,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,4/26/12 13:29
Rhinebeck Farmers Market,http://www.rhinebeckfarmersmarket.com,61 East Market St,Rhinebeck,Dutchess,New York,12572,Local government building grounds,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,4/26/12 13:29
Early Bird Farmers Market,,129 Main Street,Richfield Springs,Herkimer,New York,13439,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Richfield Springs Farmers Market,,Main Street & Church Street,Richfield Springs,Otsego,New York,13439,Local government building grounds,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,6/13/13 9:37
Riverhead Farmers Market,,"Next to Aquarium, Downtown",Riverhead,Suffolk,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Brighton Farmers' Market,http://www.brightonfarmersmarket.org,1150 Winton Road S.,Rochester,Monroe,New York,14618,Educational institution,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,7/17/13 14:55
Chili Farmers Market,,Chili Paul Plaza,Rochester,Monroe,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Foodlink's Washington Square Farmers Market,http://www.foodlinkny.org,"Washington Square Park, 181 Clinton Ave. S",Rochester,Monroe,New York,14604,Local government building grounds,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,6/24/13 15:11
Highland Park Winter Farmers Market,http://www.highlandwintermarket.com/,249 Highland Ave.,Rochester,Monroe,New York,14620,Other,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,4/30/12 13:11
Irondequoit Farmers Market,http://www.irondequoit.org,1280 Titus Avenue,Rochester,Monroe,New York,14617,Local government building grounds,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,6/1/12 8:44
Monroe Village Farmers' Market,http://www.monroevillagefarmersmarket.org,730 Monroe Ave,Rochester,Monroe,New York,14607,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,5/31/12 17:43
Rochester Public Market,http://www.cityofrochester.gov/publicmarket,280 North Union Street,Rochester,Monroe,New York,14609,Local government building grounds,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5/17/12 6:53
South Wedge Farmers Market,http://www.swfarmersmarket.org,100 Alexander St.,Rochester,Monroe,New York,14620,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,6/4/12 15:52
Westside Farmers Market,http://www.westsidemarketrochester.com,831 Genesee Street,Rochester,Monroe,New York,14619,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N,Y,5/8/12 12:54
rockville centre farmers market,http://www.loriherbelfarmersmarkets.com,sunrise high/long beach road,rockville centre,Suffolk,New York,11571,Private business parking lot,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,5/30/12 12:46
Rocky Point Farmers and Artisans Market,http://Www.Rocky Point Farmers Market.org,Prince and Broadway,Rocky Point,Suffolk,New York,11778,Local government building grounds,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,6/17/13 20:06
Ace Farmers Market,,115 Black River Blvd,Rome,Oneida,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Berkshire - Rome Vendors' Market,,101 block West Dominick,Rome,Oneida,New York,13440,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,6/27/13 21:34
Rome Farmers Market,http://www.romenewyork.com,100 block of East Dominick Street,Rome,Oneida,New York,13440,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Roosevelt Community Farmers' Market,http://www.rcrgli.org,380 Nassau Road,Roosevelt,Nassau,New York,11575,Healthcare Institution,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,6/17/13 17:29
Rosendale Farmers Market,http://www.rosendalefarmersmarket.com,1055 Rt.32,Rosendale,Ulster,New York,12472,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,2/17/12 14:58
Roslyn North Hills Farmers Market,,"Christopher Morley Park, Searingtown Road",Roslyn,Nassau,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Rush Community Farmers Market,,6200 Rush Lima Rd (Rte 15A),Rush,Monroe,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/17/12 14:57
Rye Farmers Market,http://www.downtoearthmarkets.com,Parking Lot 2 on Theodore Fremd Avenue,Rye,Westchester,New York,10580,Private business parking lot,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,6/13/13 13:53
Sag Harbor Farmers Market,http://www.sagharborfarmersmarket.org,Bay and Burke Streets,Sag Harbor,New York,New York,11963,Local government building grounds,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,6/1/12 15:28
Salamanca Farmers market,,12 Park Ave,Salamanca,Cattaraugus,New York,14779,Local government building grounds,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,6/12/13 11:25
Granville Downtown Farmers Market Association,,Main Street,Salem,Washington,New York,12865,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Salem Farmers Market,,"Village Park, Main Street (Route 22)",Salem,Washington,New York,12865,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Whitehall Farmers Market,,Saunders St,Salem,Washington,New York,12865,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Saranac Lake Village Farmers Market,http://www.saranaclakevillagefarmersmarket.com,"Riverside Park, corner of Route 3 and Main Street",Saranac Lake,Franklin,New York,12983,Local government building grounds,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,2/17/12 15:01
Saratoga Farmers' Market,http://www.saratogafarmersmarket.org,High Rock Ave Park Pavilions,Saratoga Springs,Saratoga,New York,12866,Other,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,5/7/12 12:08
Saugerties Farmers Market (Summer),http://www.saugertiesfarmersmarket.com,119 Main Street parking lot,Saugerties,Ulster,New York,12477,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Saugerties Winter Farmers Market,http://www.saugertiesfarmersmarket.com/,207 Market Street,Saugerties,Ulster,New York,12477,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Schenectady Ellis Health Center Farmers Market,http://www.schenectadycounty.com/farmersmarket,600 McClellan Street,Schenectady,Schenectady,New York,12308-,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Schenectady Greenmarket,http://www.schenectadygreenmarket.org,Jay Street and Franklin Street,Schenectady,Schenectady,New York,12305,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,6/4/12 14:37
Schenectady Greenmarket,http://www.schenectadygreenmarket.org,432 State Street,Schenectady,Schenectady,New York,12305,Other,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,6/4/12 14:37
Schroon Lake Farmers Market,http://www.ausablevalleygrange.com/farmers_markets,,Schroon Lake,Essex,New York,12870,Private business parking lot,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,1/20/12 13:50
Scottsville Farmers Market,,"Ice Arena, 1800 Scottsville-Chili Rd",Scottsville,Monroe,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Scottsville Midweek Farmers' Market,,61 Main St.,Scottsville,Monroe,New York,14546,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,6/11/13 9:16
seaford farmes market,http://www.longislandgrowersmarket.com,seaford rail road parking lot sunrise highway and washington street,Seaford 11550,Suffolk,New York,,Other,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,6/24/13 14:28
Sauder's Farmers Market,,"2146 River Rd., 1/4 mi. W of village",Seneca,Seneca,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Montezuma Winery Farmers Market,http://www.montezumawinery.com,2981 U.S. Route 20,Seneca Falls,Seneca,New York,13148,Private business parking lot,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,5/17/12 14:45
Seneca Falls Farmers Market,http://www.senecacountycce.org,"Water Street, People's Park",Seneca Falls,Seneca,New York,13148,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,6/17/13 11:37
Sharon Springs Farmers Market,http://www.sharonspringsfarmersmarket.com,"210 Main St, Roseboro Hotel",Sharon Springs,Schoharie,New York,13459,Other,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,6/12/13 17:22
City of Sherrill Farmers Market,http://www.sherrillny.org,377 Sherrill Road,Sherrill,Oneida,New York,13461,Local government building grounds,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,6/17/13 11:31
SHORTSVILLE - MANCHESTER FARMERS MARKET,,Water Street,Shortsville,Ontario,New York,14548,Local government building grounds,Y,N,N,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,6/10/13 13:03
Sidney Farmers' Market,http://www.ccedelaware.org,89 Main Street,Sidney,Delaware,New York,13838,Private business parking lot,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,4/26/12 9:01
Skaneateles Farmers Market,http://www.townofskaneateles.com,1 East Austin Street,Skaneateles,Onondaga,New York,13152,Other,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,6/24/13 15:07
Burnap's Farm Market & Garden Cafe,,7277 Maple Ave.,Sodus,,New York,14551,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
Sodus Farmers' Market,http://www.sutmc.org/farmersMarket.html,58 W. Main Street,Sodus,Wayne,New York,14551,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,6/13/13 8:16
South Glens Falls Farmers Market,,Spring Street,South Glens Falls,Saratoga,New York,12803,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Gossett's Farmer's Market,http://www.gossettnursery.com/farmers-market/,1202 Route 35,South Salem,,New York,10590,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
Speculator Farmers,http://www.speculatorchamber.com,Rt 30,Speculator,Hamilton,New York,12164,Local government building grounds,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,6/27/13 14:12
Spring Valley Farmers Market,http://www.downtoearthmarkets.com,Corner of Rt 45 and North Church Street,Spring Valley,Rockland,New York,10977,Private business parking lot,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/13/13 13:43
